Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,MA,%K,%D,MACD,Signal Line,Upper Band,Lower Band
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130827,2013-08-30,023651,NYME,1,23,1328438,149646,211998,221445,41251,124772,266651,270248,279952,19179,151965,206907,1268552,1287093,59886,41345,1328438,149646,211998,221445,41251,124772,266651,270248,279952,19179,151965,206907,1268552,1287093,59886,41345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34797.0,-2005.0,191.0,2370.0,-1186.0,-2519.0,-365.0,-14781.0,-14978.0,-9950.0,5977.0,-3775.0,-31222.0,-31071.0,-3575.0,-3726.0,100,11.3,16.0,16.7,3.1,9.4,20.1,20.3,21.1,1.4,11.4,15.6,95.5,96.9,4.5,3.1,100,11.3,16.0,16.7,3.1,9.4,20.1,20.3,21.1,1.4,11.4,15.6,95.5,96.9,4.5,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,37.0,35.0,20.0,16.0,27.0,72.0,65.0,78.0,28.0,44.0,63.0,256,251.0,307.0,37.0,35.0,20.0,16.0,27.0,72.0,65.0,78.0,28.0,44.0,63.0,256.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,24.0,32.4,36.6,11.6,15.0,17.6,21.5,19.4,24.0,32.4,36.6,11.6,15.0,17.6,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-08-30,3.73,3.757,3.67,3.684,0.0,51.074216350907555,3.7738,60.21220159151196,33.079671301771775,-0.057840889966985554,-0.02425400304687012,4.406634425838462,3.1409655741615383
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130820,2013-08-23,023651,NYME,1,23,1363235,151651,211807,219075,42437,127291,267016,285029,294930,29129,145988,210682,1299774,1318164,63461,45071,1363235,151651,211807,219075,42437,127291,267016,285029,294930,29129,145988,210682,1299774,1318164,63461,45071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7015.0,-3719.0,-2924.0,613.0,-3379.0,-4193.0,3638.0,-9358.0,4444.0,-20403.0,-2521.0,17404.0,-2216.0,-527.0,-4799.0,-6488.0,100,11.1,15.5,16.1,3.1,9.3,19.6,20.9,21.6,2.1,10.7,15.5,95.3,96.7,4.7,3.3,100,11.1,15.5,16.1,3.1,9.3,19.6,20.9,21.6,2.1,10.7,15.5,95.3,96.7,4.7,3.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,38.0,33.0,21.0,14.0,28.0,69.0,72.0,75.0,36.0,42.0,64.0,261,253.0,316.0,38.0,33.0,21.0,14.0,28.0,69.0,72.0,75.0,36.0,42.0,64.0,261.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,22.9,32.1,35.3,11.2,14.4,17.0,21.2,18.8,22.9,32.1,35.3,11.2,14.4,17.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-08-23,3.545,3.562,3.473,3.485,1.0,45.8237114144084,3.8007000000000004,25.322740814299888,13.008937437934451,-0.07240475072565733,-0.03388415258262757,4.4625354382838704,3.1388645617161304
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130813,2013-08-16,023651,NYME,1,23,1370250,155370,214731,218462,45816,131484,263378,294387,290486,49532,148509,193278,1301990,1318691,68260,51559,1370250,155370,214731,218462,45816,131484,263378,294387,290486,49532,148509,193278,1301990,1318691,68260,51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244.0,-6589.0,-12397.0,-2725.0,-3476.0,3132.0,-2550.0,7572.0,-11346.0,4006.0,-1638.0,10810.0,-5262.0,-7343.0,7506.0,9587.0,100,11.3,15.7,15.9,3.3,9.6,19.2,21.5,21.2,3.6,10.8,14.1,95.0,96.2,5.0,3.8,100,11.3,15.7,15.9,3.3,9.6,19.2,21.5,21.2,3.6,10.8,14.1,95.0,96.2,5.0,3.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,38.0,33.0,21.0,14.0,27.0,67.0,79.0,74.0,41.0,42.0,64.0,261,262.0,327.0,38.0,33.0,21.0,14.0,27.0,67.0,79.0,74.0,41.0,42.0,64.0,261.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,22.8,32.1,35.0,11.2,14.4,17.1,20.9,19.3,22.8,32.1,35.0,11.2,14.4,17.1,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-08-16,3.425,3.434,3.36,3.368,1.0,42.45207239531612,3.8327000000000004,13.704071499503465,4.568023833167823,-0.06967855537264578,-0.041043033140631215,4.492149243887004,3.173250756112996
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130806,2013-08-09,023651,NYME,1,23,1368006,161959,227128,221187,49292,128352,265928,286815,301832,45526,150147,182468,1307252,1326034,60754,41972,1368006,161959,227128,221187,49292,128352,265928,286815,301832,45526,150147,182468,1307252,1326034,60754,41972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-907.0,-3433.0,-6428.0,8197.0,-3103.0,-5726.0,-4111.0,10723.0,4686.0,1750.0,145.0,-2551.0,-1188.0,-2254.0,281.0,1347.0,100,11.8,16.6,16.2,3.6,9.4,19.4,21.0,22.1,3.3,11.0,13.3,95.6,96.9,4.4,3.1,100,11.8,16.6,16.2,3.6,9.4,19.4,21.0,22.1,3.3,11.0,13.3,95.6,96.9,4.4,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,38.0,33.0,21.0,14.0,27.0,70.0,67.0,72.0,40.0,45.0,64.0,255,255.0,316.0,38.0,33.0,21.0,14.0,27.0,70.0,67.0,72.0,40.0,45.0,64.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,24.0,33.0,36.7,11.7,14.6,17.4,21.8,20.5,24.0,33.0,36.7,11.7,14.6,17.4,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-08-09,3.32,3.326,3.215,3.23,1.0,38.24258231115086,3.86505,0.0,0.19665683382497678,-0.05327270557476638,-0.04348896762745825,4.491149865920165,3.238950134079835
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130730,2013-08-02,023651,NYME,1,23,1368913,165392,233556,212990,52395,134078,270039,276092,297146,43776,150002,185019,1308440,1328288,60473,40625,1368913,165392,233556,212990,52395,134078,270039,276092,297146,43776,150002,185019,1308440,1328288,60473,40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30873.0,-5115.0,-5113.0,8570.0,-1280.0,-3886.0,-1023.0,20539.0,-11330.0,12942.0,-659.0,-30190.0,-30032.0,-31919.0,-841.0,1046.0,100,12.1,17.1,15.6,3.8,9.8,19.7,20.2,21.7,3.2,11.0,13.5,95.6,97.0,4.4,3.0,100,12.1,17.1,15.6,3.8,9.8,19.7,20.2,21.7,3.2,11.0,13.5,95.6,97.0,4.4,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,39.0,33.0,21.0,14.0,27.0,61.0,67.0,67.0,36.0,40.0,55.0,239,238.0,297.0,39.0,33.0,21.0,14.0,27.0,61.0,67.0,67.0,36.0,40.0,55.0,239.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.7,33.9,38.1,11.8,14.4,17.6,22.5,21.0,24.7,33.9,38.1,11.8,14.4,17.6,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-08-02,3.386,3.407,3.33,3.347,1.0,40.57941532514782,3.90115,0.0,9.187626602179888,-0.017507091100590788,-0.03829259232208476,4.451788395051826,3.3505116049481733
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130723,2013-07-26,023651,NYME,1,23,1399786,170507,238669,204420,53675,137964,271062,255553,308476,30834,150661,215209,1338472,1360207,61314,39579,1399786,170507,238669,204420,53675,137964,271062,255553,308476,30834,150661,215209,1338472,1360207,61314,39579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7126.0,2016.0,5197.0,-152.0,1555.0,2238.0,-948.0,-17557.0,-8987.0,-10969.0,2350.0,10061.0,-6741.0,-5143.0,-385.0,-1983.0,100,12.2,17.1,14.6,3.8,9.9,19.4,18.3,22.0,2.2,10.8,15.4,95.6,97.2,4.4,2.8,100,12.2,17.1,14.6,3.8,9.9,19.4,18.3,22.0,2.2,10.8,15.4,95.6,97.2,4.4,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,41.0,35.0,20.0,14.0,27.0,66.0,49.0,69.0,35.0,40.0,62.0,252,229.0,290.0,41.0,35.0,20.0,14.0,27.0,66.0,49.0,69.0,35.0,40.0,62.0,252.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,25.7,35.2,39.0,11.4,14.1,16.8,22.2,21.7,25.7,35.2,39.0,11.4,14.1,16.8,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-07-26,3.652,3.656,3.552,3.563,0.0,45.32758532358092,3.9292499999999997,0.5899705014749268,12.524886123184992,0.016484760409153587,-0.02733712177583709,4.414267579713941,3.444232420286059
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130716,2013-07-19,023651,NYME,1,23,1406912,168491,233472,204572,52120,135726,272010,273110,317463,41803,148311,205148,1345213,1365350,61699,41562,1406912,168491,233472,204572,52120,135726,272010,273110,317463,41803,148311,205148,1345213,1365350,61699,41562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26807.0,13783.0,14397.0,1464.0,-2759.0,1030.0,2345.0,-1722.0,6185.0,-11110.0,-1847.0,12954.0,26651.0,28238.0,156.0,-1431.0,100,12.0,16.6,14.5,3.7,9.6,19.3,19.4,22.6,3.0,10.5,14.6,95.6,97.0,4.4,3.0,100,12.0,16.6,14.5,3.7,9.6,19.3,19.4,22.6,3.0,10.5,14.6,95.6,97.0,4.4,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,40.0,34.0,19.0,12.0,26.0,69.0,48.0,71.0,38.0,34.0,60.0,251,224.0,285.0,40.0,34.0,19.0,12.0,26.0,69.0,48.0,71.0,38.0,34.0,60.0,251.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,25.6,34.5,38.9,11.1,14.8,16.6,23.1,21.1,25.6,34.5,38.9,11.1,14.8,16.6,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-07-19,3.81,3.825,3.758,3.788,0.0,51.11242074758752,3.9347499999999997,26.972909305064736,14.644680015704722,0.03763821885032925,-0.01434205365060382,4.404536009515856,3.464963990484143
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130709,2013-07-12,023651,NYME,1,23,1380105,154708,219075,203108,54879,134696,269665,274832,311278,52913,150158,192194,1318562,1337112,61543,42993,1380105,154708,219075,203108,54879,134696,269665,274832,311278,52913,150158,192194,1318562,1337112,61543,42993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8888.0,-1938.0,-3588.0,705.0,-1352.0,-2770.0,5964.0,9703.0,-5999.0,4386.0,1898.0,-7045.0,-6697.0,-9153.0,-2191.0,265.0,100,11.2,15.9,14.7,4.0,9.8,19.5,19.9,22.6,3.8,10.9,13.9,95.5,96.9,4.5,3.1,100,11.2,15.9,14.7,4.0,9.8,19.5,19.9,22.6,3.8,10.9,13.9,95.5,96.9,4.5,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,38.0,32.0,19.0,15.0,29.0,75.0,55.0,72.0,35.0,37.0,55.0,252,232.0,297.0,38.0,32.0,19.0,15.0,29.0,75.0,55.0,72.0,35.0,37.0,55.0,252.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,25.4,34.5,38.5,11.1,14.8,16.6,23.3,21.1,25.4,34.5,38.5,11.1,14.8,16.6,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-07-12,3.615,3.689,3.605,3.644,0.0,47.100270723583094,3.92055,10.011778563015305,5.653710247349809,0.041181169018836616,-0.003237409116715729,4.424909301751388,3.416190698248612
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130702,2013-07-05,023651,NYME,1,23,1388993,156646,222663,202403,56231,137466,263701,265129,317277,48527,148260,199239,1325259,1346265,63734,42728,1388993,156646,222663,202403,56231,137466,263701,265129,317277,48527,148260,199239,1325259,1346265,63734,42728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19447.0,-3423.0,-13185.0,3069.0,-1820.0,2366.0,5041.0,14043.0,-23916.0,-6221.0,1751.0,3703.0,-19381.0,-17058.0,-66.0,-2389.0,100,11.3,16.0,14.6,4.0,9.9,19.0,19.1,22.8,3.5,10.7,14.3,95.4,96.9,4.6,3.1,100,11.3,16.0,14.6,4.0,9.9,19.0,19.1,22.8,3.5,10.7,14.3,95.4,96.9,4.6,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,38.0,32.0,18.0,16.0,29.0,72.0,58.0,71.0,37.0,37.0,66.0,260,241.0,304.0,38.0,32.0,18.0,16.0,29.0,72.0,58.0,71.0,37.0,37.0,66.0,260.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,24.7,34.2,37.6,10.8,14.3,16.5,23.1,20.8,24.7,34.2,37.6,10.8,14.3,16.5,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-07-05,3.671,3.696,3.579,3.618,0.0,46.362238286065555,3.9029,6.949352179034123,4.192993936221241,0.059766080493601326,0.009363288805347687,4.4689425500093085,3.336857449990691
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130625,2013-06-28,023651,NYME,1,23,1408440,160069,235848,199334,58051,135100,258660,251086,341193,54748,146509,195536,1344640,1363323,63800,45117,1408440,160069,235848,199334,58051,135100,258660,251086,341193,54748,146509,195536,1344640,1363323,63800,45117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34367.0,-7138.0,-7119.0,-993.0,-3465.0,-1113.0,-1698.0,4943.0,-14493.0,5025.0,-3854.0,-12474.0,-32884.0,-37575.0,-1483.0,3208.0,100,11.4,16.7,14.2,4.1,9.6,18.4,17.8,24.2,3.9,10.4,13.9,95.5,96.8,4.5,3.2,100,11.4,16.7,14.2,4.1,9.6,18.4,17.8,24.2,3.9,10.4,13.9,95.5,96.8,4.5,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,37.0,35.0,18.0,14.0,27.0,75.0,44.0,72.0,39.0,33.0,64.0,260,228.0,292.0,37.0,35.0,18.0,14.0,27.0,75.0,44.0,72.0,39.0,33.0,64.0,260.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,24.0,33.5,37.0,10.3,13.7,15.9,22.4,20.2,24.0,33.5,37.0,10.3,13.7,15.9,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-06-28,3.585,3.612,3.522,3.559,1.0,44.73764224357332,3.8796500000000003,0.0,1.8765432098765331,0.08526513348716325,0.024543657741710804,4.527283839043075,3.232016160956926
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130618,2013-06-21,023651,NYME,1,23,1442807,167207,242967,200327,61516,136213,260358,246143,355686,49723,150363,208010,1377524,1400898,65283,41909,1442807,167207,242967,200327,61516,136213,260358,246143,355686,49723,150363,208010,1377524,1400898,65283,41909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8968.0,8573.0,3324.0,8161.0,-2807.0,1938.0,-10108.0,3310.0,4247.0,-4382.0,-5123.0,2982.0,11411.0,7871.0,-2443.0,1097.0,100,11.6,16.8,13.9,4.3,9.4,18.0,17.1,24.7,3.4,10.4,14.4,95.5,97.1,4.5,2.9,100,11.6,16.8,13.9,4.3,9.4,18.0,17.1,24.7,3.4,10.4,14.4,95.5,97.1,4.5,2.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,38.0,35.0,18.0,15.0,28.0,82.0,50.0,79.0,43.0,35.0,69.0,269,245.0,304.0,38.0,35.0,18.0,15.0,28.0,82.0,50.0,79.0,43.0,35.0,69.0,269.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,24.0,32.9,37.1,9.9,14.0,15.6,22.3,19.7,24.0,32.9,37.1,9.9,14.0,15.6,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-06-21,3.871,3.904,3.764,3.771,1.0,49.767036618241505,3.8653,5.6296296296296,8.906021667926408,0.12257824979687726,0.044150576152744106,4.554249497805392,3.176350502194608
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,130611,2013-06-14,023651,NYME,1,23,1433839,158634,239643,192166,64323,134275,270466,242833,351439,54105,155486,205028,1366113,1393027,67726,40812,1433839,158634,239643,192166,64323,134275,270466,242833,351439,54105,155486,205028,1366113,1393027,67726,40812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26195.0,11900.0,-3427.0,4396.0,1383.0,1791.0,-25050.0,-4476.0,-18987.0,8173.0,-2349.0,-2776.0,-20553.0,-28841.0,-5642.0,2646.0,100,11.1,16.7,13.4,4.5,9.4,18.9,16.9,24.5,3.8,10.8,14.3,95.3,97.2,4.7,2.8,100,11.1,16.7,13.4,4.5,9.4,18.9,16.9,24.5,3.8,10.8,14.3,95.3,97.2,4.7,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,38.0,34.0,19.0,15.0,27.0,83.0,45.0,78.0,47.0,36.0,70.0,273,240.0,305.0,38.0,34.0,19.0,15.0,27.0,83.0,45.0,78.0,47.0,36.0,70.0,273.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,24.1,31.8,37.2,9.7,14.1,15.2,22.9,19.1,24.1,31.8,37.2,9.7,14.1,15.2,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2013-06-14,3.813,3.831,3.729,3.733,0.0,48.809186217262926,3.8418,0.0,24.728593502297656,0.1468349449183597,0.06468744990586724,4.574939061986544,3.1086609380134553
