Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,RSI_LONG,MA,%K,%D,MACD,Signal Line,BIG MACD,BIG Signal Line,Upper Band,Lower Band,EMA,Percent_PMPU_Long,Percent_PMPU_Short,Percent_MM_Long,Percent_MM_Short,Percent_MM_Spread,Percent_SWAP_Long,Percent_SWAP_Short,Percent_SWAP_Spread,Percent_OR_Long,Percent_OR_Short,Percent_OR_Spread
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140325,2014-03-28,023651,NYME,1,23,1138127,143634,199721,109037,44313,95358,272410,153042,271029,31125,210276,139243,1061836,1112982,76291,25145,1138127,143634,199721,109037,44313,95358,272410,153042,271029,31125,210276,139243,1061836,1112982,76291,25145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17764.0,-1861.0,-1262.0,2158.0,-2286.0,-1470.0,-6688.0,10229.0,-16294.0,-1942.0,-12565.0,7313.0,-18784.0,-16335.0,1020.0,-1429.0,100,12.6,17.5,9.6,3.9,8.4,23.9,13.4,23.8,2.7,18.5,12.2,93.3,97.8,6.7,2.2,100,12.6,17.5,9.6,3.9,8.4,23.9,13.4,23.8,2.7,18.5,12.2,93.3,97.8,6.7,2.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,28.0,25.0,17.0,13.0,24.0,96.0,29.0,72.0,39.0,34.0,47.0,249,187.0,270.0,28.0,25.0,17.0,13.0,24.0,96.0,29.0,72.0,39.0,34.0,47.0,249.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,31.9,39.1,49.0,9.8,19.0,14.8,25.9,24.6,31.9,39.1,49.0,9.8,19.0,14.8,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-03-28,4.517,4.568,4.471,4.485,0.0,47.29166362264789,51.45760743549073,4.828428571428572,21.9489120151372,18.29076001261433,-0.1315658450310071,-0.05620667153495465,0.014544024055425986,-0.025893253358089233,6.118024816844362,3.5388323260127814,4.611993270636696,0.1037037037037037,0.09259259259259259,0.35555555555555557,0.10740740740740741,0.26666666666666666,0.06296296296296296,0.04814814814814815,0.08888888888888889,0.14444444444444443,0.1259259259259259,0.17407407407407408
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140318,2014-03-21,023651,NYME,1,23,1155891,145495,200983,106879,46599,96828,279098,142813,287323,33067,222841,131930,1080620,1129317,75271,26574,1155891,145495,200983,106879,46599,96828,279098,142813,287323,33067,222841,131930,1080620,1129317,75271,26574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16116.0,576.0,-4840.0,879.0,4463.0,-2249.0,-9923.0,1338.0,4658.0,1032.0,-11971.0,-7318.0,-12345.0,-15919.0,-3771.0,-197.0,100,12.6,17.4,9.2,4.0,8.4,24.1,12.4,24.9,2.9,19.3,11.4,93.5,97.7,6.5,2.3,100,12.6,17.4,9.2,4.0,8.4,24.1,12.4,24.9,2.9,19.3,11.4,93.5,97.7,6.5,2.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,33.0,28.0,17.0,14.0,26.0,96.0,23.0,74.0,42.0,35.0,50.0,256,197.0,277.0,33.0,28.0,17.0,14.0,26.0,96.0,23.0,74.0,42.0,35.0,50.0,256.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,30.8,38.2,48.2,9.5,18.3,14.6,25.1,24.1,30.8,38.2,48.2,9.5,18.3,14.6,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-03-21,4.377,4.378,4.286,4.313,1.0,43.06328711715923,49.22539241579394,4.869857142857143,13.812677388836322,20.387890255439938,-0.1784695096375506,-0.08065923915547385,0.04344632493170408,-0.018594350380216246,6.1261704947304985,3.6135437909837864,4.654324360848928,0.11913357400722022,0.10108303249097472,0.34657039711191334,0.08303249097472924,0.26714801444043323,0.061371841155234655,0.05054151624548736,0.09386281588447654,0.15162454873646208,0.1263537906137184,0.18050541516245489
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140311,2014-03-14,023651,NYME,1,23,1172007,144919,205823,106000,42136,99077,289021,141475,282665,32035,234812,139248,1092965,1145236,79042,26771,1172007,144919,205823,106000,42136,99077,289021,141475,282665,32035,234812,139248,1092965,1145236,79042,26771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18619.0,-2694.0,-2215.0,3544.0,6764.0,-15389.0,-6268.0,-3050.0,4310.0,1630.0,-7192.0,-4451.0,-19318.0,-21223.0,699.0,2604.0,100,12.4,17.6,9.0,3.6,8.5,24.7,12.1,24.1,2.7,20.0,11.9,93.3,97.7,6.7,2.3,100,12.4,17.6,9.0,3.6,8.5,24.7,12.1,24.1,2.7,20.0,11.9,93.3,97.7,6.7,2.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,30.0,27.0,17.0,13.0,24.0,96.0,25.0,67.0,39.0,38.0,52.0,253,191.0,276.0,30.0,27.0,17.0,13.0,24.0,96.0,25.0,67.0,39.0,38.0,52.0,253.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,30.0,38.2,47.6,9.3,17.6,14.4,24.6,23.9,30.0,38.2,47.6,9.3,17.6,14.4,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-03-14,4.375,4.439,4.341,4.425,0.0,45.08183333347425,50.63323939632445,4.959857142857143,19.11069063386944,25.794362915526744,-0.1293894453758151,-0.09040528039954211,0.12979949865912577,-0.0029739452181802347,6.116301364640136,3.803412921074151,4.768099147798571,0.10869565217391304,0.09782608695652174,0.34782608695652173,0.09057971014492754,0.2427536231884058,0.06159420289855073,0.04710144927536232,0.08695652173913043,0.14130434782608695,0.13768115942028986,0.18840579710144928
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140304,2014-03-07,023651,NYME,1,23,1190626,147613,208038,102456,35372,114466,295289,144525,278355,30405,242004,143699,1112283,1166459,78343,24167,1190626,147613,208038,102456,35372,114466,295289,144525,278355,30405,242004,143699,1112283,1166459,78343,24167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17397.0,-2556.0,-6430.0,-777.0,-11370.0,3953.0,-5176.0,14010.0,-3537.0,-2171.0,-4769.0,-7159.0,-17423.0,-15302.0,26.0,-2095.0,100,12.4,17.5,8.6,3.0,9.6,24.8,12.1,23.4,2.6,20.3,12.1,93.4,98.0,6.6,2.0,100,12.4,17.5,8.6,3.0,9.6,24.8,12.1,23.4,2.6,20.3,12.1,93.4,98.0,6.6,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,29.0,26.0,18.0,14.0,24.0,95.0,24.0,63.0,37.0,35.0,49.0,249,184.0,273.0,29.0,26.0,18.0,14.0,24.0,95.0,24.0,63.0,37.0,35.0,49.0,249.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,29.6,38.2,47.1,9.3,17.4,14.3,25.2,23.7,29.6,38.2,47.1,9.3,17.4,14.3,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-03-07,4.641,4.681,4.566,4.618,0.0,48.43523377269292,53.06152987620459,5.041714285714286,28.24030274361402,52.75746603757026,-0.03004612555258479,-0.07833344943015065,0.23373619476286134,0.021942911621929424,6.0982884442005645,3.985140127228007,4.882465530398095,0.10622710622710622,0.09523809523809523,0.34798534798534797,0.08791208791208792,0.23076923076923078,0.06593406593406594,0.05128205128205128,0.08791208791208792,0.13553113553113552,0.1282051282051282,0.1794871794871795
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140225,2014-02-28,023651,NYME,1,23,1208023,150169,214468,103233,46742,110513,300465,130515,281892,32576,246773,150858,1129706,1181761,78317,26262,1208023,150169,214468,103233,46742,110513,300465,130515,281892,32576,246773,150858,1129706,1181761,78317,26262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47209.0,-13468.0,-16359.0,-2547.0,8744.0,3123.0,7876.0,13379.0,-28415.0,-354.0,-5094.0,-18679.0,-52464.0,-43301.0,5255.0,-3908.0,100,12.4,17.8,8.5,3.9,9.1,24.9,10.8,23.3,2.7,20.4,12.5,93.5,97.8,6.5,2.2,100,12.4,17.8,8.5,3.9,9.1,24.9,10.8,23.3,2.7,20.4,12.5,93.5,97.8,6.5,2.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,33.0,29.0,17.0,14.0,24.0,97.0,26.0,66.0,35.0,35.0,48.0,255,186.0,276.0,33.0,29.0,17.0,14.0,24.0,97.0,26.0,66.0,35.0,35.0,48.0,255.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,28.8,38.5,46.5,9.8,16.3,14.5,23.8,23.3,28.8,38.5,46.5,9.8,16.3,14.5,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-02-28,4.48,4.658,4.451,4.609,1.0,48.28146488461477,52.963851778943464,4.990428571428572,30.03209536909674,76.67736512303226,0.11621810249356024,-0.039423139045408465,0.3397424764834893,0.055395497396830494,6.170603618977526,3.8102535238796174,4.97062070719746,0.11956521739130435,0.10507246376811594,0.35144927536231885,0.09420289855072464,0.2391304347826087,0.06159420289855073,0.050724637681159424,0.08695652173913043,0.12681159420289856,0.12681159420289856,0.17391304347826086
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140218,2014-02-21,023651,NYME,1,23,1255232,163637,230827,105780,37998,107390,292589,117136,310307,32930,251867,169537,1182170,1225062,73062,30170,1255232,163637,230827,105780,37998,107390,292589,117136,310307,32930,251867,169537,1182170,1225062,73062,30170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25617.0,11459.0,6217.0,1912.0,4229.0,5536.0,-10815.0,-19796.0,-43986.0,528.0,5477.0,12642.0,-22724.0,-29681.0,-2893.0,4064.0,100,13.0,18.4,8.4,3.0,8.6,23.3,9.3,24.7,2.6,20.1,13.5,94.2,97.6,5.8,2.4,100,13.0,18.4,8.4,3.0,8.6,23.3,9.3,24.7,2.6,20.1,13.5,94.2,97.6,5.8,2.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,35.0,32.0,18.0,14.0,25.0,97.0,26.0,68.0,46.0,49.0,66.0,281,215.0,308.0,35.0,32.0,18.0,14.0,25.0,97.0,26.0,68.0,46.0,49.0,66.0,281.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,26.2,37.3,44.2,9.3,15.5,13.8,22.1,23.3,26.2,37.3,44.2,9.3,15.5,13.8,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-02-21,6.068,6.308,5.88,6.135,0.0,85.2113716951986,78.77293947381702,4.906428571428571,100.0,94.62132175590932,0.4735166764520935,0.06316482405409196,0.49229154840244327,0.10138455539742135,6.280990735485611,3.531866407371531,5.091160942929946,0.11363636363636363,0.1038961038961039,0.31493506493506496,0.08441558441558442,0.22077922077922077,0.05844155844155844,0.045454545454545456,0.08116883116883117,0.14935064935064934,0.1590909090909091,0.21428571428571427
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140211,2014-02-14,023651,NYME,1,23,1280849,152178,224610,103868,33769,101854,303404,136932,354293,32402,246390,156895,1204894,1254743,75955,26106,1280849,152178,224610,103868,33769,101854,303404,136932,354293,32402,246390,156895,1204894,1254743,75955,26106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22211.0,-2435.0,-1190.0,-8926.0,-3037.0,3564.0,10037.0,-1210.0,15330.0,2532.0,10655.0,-2090.0,18012.0,22022.0,4199.0,189.0,100,11.9,17.5,8.1,2.6,8.0,23.7,10.7,27.7,2.5,19.2,12.2,94.1,98.0,5.9,2.0,100,11.9,17.5,8.1,2.6,8.0,23.7,10.7,27.7,2.5,19.2,12.2,94.1,98.0,5.9,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,34.0,30.0,20.0,13.0,23.0,102.0,24.0,66.0,43.0,42.0,57.0,273,202.0,301.0,34.0,30.0,20.0,13.0,23.0,102.0,24.0,66.0,43.0,42.0,57.0,273.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,30.4,38.3,47.7,9.0,16.0,13.5,22.8,25.2,30.4,38.3,47.7,9.0,16.0,13.5,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-02-14,5.279,5.389,5.14,5.214,1.0,75.52803904340783,70.79803268964446,4.6417142857142855,100.0,93.31831299021398,0.25114064819081783,0.10075998888143715,0.3327913385236796,0.12574316414755382,5.545092917507718,3.7383356539208528,4.743214590573261,0.11295681063122924,0.09966777408637874,0.3388704318936877,0.07973421926910298,0.21926910299003322,0.0664451827242525,0.04318936877076412,0.07641196013289037,0.14285714285714285,0.13953488372093023,0.1893687707641196
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140204,2014-02-07,023651,NYME,1,23,1258638,154613,225800,112794,36806,98290,293367,138142,338963,29870,235735,158985,1186882,1232721,71756,25917,1258638,154613,225800,112794,36806,98290,293367,138142,338963,29870,235735,158985,1186882,1232721,71756,25917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385.0,1688.0,-1192.0,6105.0,2733.0,-14433.0,-6133.0,13394.0,19489.0,2224.0,-8665.0,-7339.0,1601.0,3987.0,-216.0,-2602.0,100,12.3,17.9,9.0,2.9,7.8,23.3,11.0,26.9,2.4,18.7,12.6,94.3,97.9,5.7,2.1,100,12.3,17.9,9.0,2.9,7.8,23.3,11.0,26.9,2.4,18.7,12.6,94.3,97.9,5.7,2.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,36.0,32.0,21.0,13.0,25.0,107.0,28.0,70.0,43.0,44.0,54.0,279,212.0,312.0,36.0,32.0,21.0,13.0,25.0,107.0,28.0,70.0,43.0,44.0,54.0,279.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,31.0,38.6,47.8,9.1,16.7,13.2,22.7,25.4,31.0,38.6,47.8,9.1,16.7,13.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-02-07,5.03,5.049,4.739,4.775,1.0,66.59030101528123,64.97363480740312,4.526428571428571,83.86396526772795,93.31831299021398,0.1884243567638082,0.11829286245791137,0.28136537865652755,0.14212444988534054,5.283036666497496,3.7698204763596466,4.586286120764347,0.11538461538461539,0.10256410256410256,0.34294871794871795,0.08974358974358974,0.22435897435897437,0.0673076923076923,0.041666666666666664,0.08012820512820513,0.13782051282051283,0.14102564102564102,0.17307692307692307
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140128,2014-01-31,023651,NYME,1,23,1257253,152925,226992,106689,34073,112723,299500,124748,319474,27646,244400,166324,1185281,1228734,71972,28519,1257253,152925,226992,106689,34073,112723,299500,124748,319474,27646,244400,166324,1185281,1228734,71972,28519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30348.0,-5022.0,-14736.0,-10259.0,3932.0,7791.0,6042.0,-11330.0,-19473.0,-1880.0,8781.0,-4708.0,-27509.0,-29743.0,-2839.0,-605.0,100,12.2,18.1,8.5,2.7,9.0,23.8,9.9,25.4,2.2,19.4,13.2,94.3,97.7,5.7,2.3,100,12.2,18.1,8.5,2.7,9.0,23.8,9.9,25.4,2.2,19.4,13.2,94.3,97.7,5.7,2.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,38.0,35.0,20.0,13.0,25.0,97.0,28.0,67.0,43.0,40.0,55.0,275,206.0,301.0,38.0,35.0,20.0,13.0,25.0,97.0,28.0,67.0,43.0,40.0,55.0,275.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,28.6,38.4,45.6,9.1,15.2,13.2,21.6,24.4,28.6,38.4,45.6,9.1,15.2,13.2,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-01-31,4.9,4.995,4.721,4.943,0.0,75.65360269591804,69.9299905765948,4.475428571428571,96.09097370291396,92.28828506743646,0.2510394607038453,0.14484218210709818,0.2890394201845723,0.15758918360104918,5.201351301148357,3.7495058417087854,4.5233814943524635,0.12624584717607973,0.11627906976744186,0.3222591362126246,0.09302325581395349,0.22259136212624583,0.0664451827242525,0.04318936877076412,0.08305647840531562,0.14285714285714285,0.132890365448505,0.18272425249169436
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140121,2014-01-24,023651,NYME,1,23,1287601,157947,241728,116948,30141,104932,293458,136078,338947,29526,235619,171032,1212790,1258477,74811,29124,1287601,157947,241728,116948,30141,104932,293458,136078,338947,29526,235619,171032,1212790,1258477,74811,29124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11752.0,6118.0,2904.0,-12145.0,4174.0,-515.0,13344.0,-13470.0,3762.0,3927.0,16309.0,-3006.0,11485.0,10158.0,267.0,1594.0,100,12.3,18.8,9.1,2.3,8.1,22.8,10.6,26.3,2.3,18.3,13.3,94.2,97.7,5.8,2.3,100,12.3,18.8,9.1,2.3,8.1,22.8,10.6,26.3,2.3,18.3,13.3,94.2,97.7,5.8,2.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,38.0,34.0,21.0,14.0,27.0,99.0,30.0,74.0,31.0,52.0,54.0,272,218.0,303.0,38.0,34.0,21.0,14.0,27.0,99.0,30.0,74.0,31.0,52.0,54.0,272.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,28.8,37.0,44.4,9.0,14.8,13.2,21.1,23.2,28.8,37.0,44.4,9.0,14.8,13.2,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-01-24,4.655,5.046,4.642,4.998,0.0,78.65776705665004,71.59014026126367,4.390857142857143,100.0,77.58968158000806,0.22233325097599899,0.16034039588087834,0.24229506141082346,0.16650559179155175,4.9893212086917185,3.792393077022567,4.383508659136618,0.1254125412541254,0.11221122112211221,0.32673267326732675,0.09900990099009901,0.24422442244224424,0.06930693069306931,0.0462046204620462,0.0891089108910891,0.10231023102310231,0.1716171617161716,0.1782178217821782
